Accident,Level,Parent,Code
fittings or furniture(burning building) (uncontrolled fire),1,Melting(due to fire),X00.8,,,,,
nightwear,1,Melting(due to fire),X05,,,,,
plastic jewelry,1,Melting(due to fire),X06.1,,,,,
Mental cruelty,0,,X58,,,,,
Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),0,,Y37.90-,,,,,
air blast,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.20-,,,,,
aircraft,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),,,,,,
destruction,2,aircraft,,,,,,
airway restriction,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),,,,,,
asphyxiation,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),,,,,,
biological weapons,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.6X-,,,,,
blast,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.20-,,,,,
blast fragments,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.20-,,,,,
blast wave,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.20-,,,,,
blast wind,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.20-,,,,,
bomb,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.20-,,,,,
dirty,2,bomb,Y37.50-,,,,,
gasoline,2,bomb,Y37.31-,,,,,
incendiary,2,bomb,Y37.31-,,,,,
petrol,2,bomb,Y37.31-,,,,,
bullet,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.43-,,,,,
incendiary,2,bullet,Y37.32-,,,,,
rubber,2,bullet,Y37.41-,,,,,
chemical weapons,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.7X-,,,,,
combat,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),,,,,,
hand to hand(unarmed) combat,2,combat,Y37.44-,,,,,
using blunt or piercing object,2,combat,Y37.45-,,,,,
conflagration,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),,,,,,
conventional warfare NEC,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.49-,,,,,
depth-charge,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.01-,,,,,
destruction of aircraft,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.10-,,,,,
due to,2,destruction of aircraft,,,,,,
air to air missile,3,due to,Y37.11-,,,,,
collision with other aircraft,3,due to,Y37.12-,,,,,
detonation(accidental) of onboard munitions and explosives,3,due to,Y37.14-,,,,,
enemy fire or explosives,3,due to,Y37.11-,,,,,
explosive placed on aircraft,3,due to,Y37.11-,,,,,
onboard fire,3,due to,Y37.13-,,,,,
rocket propelled grenade [RPG],3,due to,Y37.11-,,,,,
small arms fire,3,due to,Y37.11-,,,,,
surface to air missile,3,due to,Y37.11-,,,,,
specified NEC,2,destruction of aircraft,Y37.19-,,,,,
detonation(accidental) of,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),,,,,,
onboard marine weapons,2,detonation(accidental) of,Y37.05-,,,,,
own munitions or munitions launch device,2,detonation(accidental) of,Y37.24-,,,,,
dirty bomb,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.50-,,,,,
explosion(of),1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.20-,,,,,
aerial bomb,2,explosion(of),Y37.21-,,,,,
bomb NOS,2,explosion(of),Y37.20-,,,,,
own munitions or munitions launch device(accidental),2,explosion(of),Y37.24-,,,,,
fragments,2,explosion(of),Y37.20-,,,,,
grenade,2,explosion(of),Y37.29-,,,,,
guided missile,2,explosion(of),Y37.22-,,,,,
improvised explosive device [IED](person-borne) (roadside) (vehicle-borne),2,explosion(of),Y37.23-,,,,,
land mine,2,explosion(of),Y37.29-,,,,,
marine mine(at sea) (in harbor),2,explosion(of),Y37.02-,,,,,
marine weapon,2,explosion(of),Y37.00-,,,,,
specified NEC,3,marine weapon,Y37.09-,,,,,
sea-based artillery shell,2,explosion(of),Y37.03-,,,,,
specified NEC,2,explosion(of),Y37.29-,,,,,
torpedo,2,explosion(of),Y37.04-,,,,,
fire,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.30-,,,,,
specified NEC,2,fire,Y37.39-,,,,,
firearms,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),,,,,,
discharge,2,firearms,Y37.43-,,,,,
pellets,2,firearms,Y37.42-,,,,,
flamethrower,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.33-,,,,,
fragments(from) (of),1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),,,,,,
improvised explosive device [IED](person-borne) (roadside) (vehicle-borne),2,fragments(from) (of),Y37.26-,,,,,
munitions,2,fragments(from) (of),Y37.25-,,,,,
specified NEC,2,fragments(from) (of),Y37.29-,,,,,
weapons,2,fragments(from) (of),Y37.27-,,,,,
friendly fire,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.92-,,,,,
hand to hand(unarmed) combat,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.44-,,,,,
hot substances,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),,,,,,
incendiary bullet,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.32-,,,,,
nuclear weapon(effects of),1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.50-,,,,,
acute radiation exposure,2,nuclear weapon(effects of),Y37.54-,,,,,
blast pressure,2,nuclear weapon(effects of),Y37.51-,,,,,
direct blast,2,nuclear weapon(effects of),Y37.51-,,,,,
direct heat,2,nuclear weapon(effects of),Y37.53-,,,,,
fallout exposure,2,nuclear weapon(effects of),Y37.54-,,,,,
fireball,2,nuclear weapon(effects of),Y37.53-,,,,,
indirect blast(struck or crushed by blast debris) (being thrown by blast),2,nuclear weapon(effects of),Y37.52-,,,,,
ionizing radiation(immediate exposure),2,nuclear weapon(effects of),Y37.54-,,,,,
nuclear radiation,2,nuclear weapon(effects of),Y37.54-,,,,,
radiation,2,nuclear weapon(effects of),,,,,,
ionizing(immediate exposure),3,radiation,Y37.54-,,,,,
nuclear,3,radiation,Y37.54-,,,,,
thermal,3,radiation,Y37.53-,,,,,
specified NEC,2,nuclear weapon(effects of),Y37.59-,,,,,
secondary effects,2,nuclear weapon(effects of),Y37.54-,,,,,
thermal radiation,2,nuclear weapon(effects of),Y37.53-,,,,,
restriction of air(airway),1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),,,,,,
intentional,2,restriction of air(airway),Y37.46-,,,,,
unintentional,2,restriction of air(airway),Y37.47-,,,,,
rubber bullets,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.41-,,,,,
shrapnel NOS,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.29-,,,,,
suffocation,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),,,,,,
unconventional warfare NEC,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.7X-,,,,,
underwater blast NOS,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.00-,,,,,
warfare,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),,,,,,
conventional NEC,2,warfare,Y37.49-,,,,,
unconventional NEC,2,warfare,Y37.7X-,,,,,
weapons,1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),,,,,,
biological weapons,2,weapons,Y37.6X-,,,,,
chemical,2,weapons,Y37.7X-,,,,,
nuclear(effects of ),2,weapons,Y37.50-,,,,,
acute radiation exposure,3,nuclear(effects of ),Y37.54-,,,,,
blast pressure,3,nuclear(effects of ),Y37.51-,,,,,
direct blast,3,nuclear(effects of ),Y37.51-,,,,,
direct heat,3,nuclear(effects of ),Y37.53-,,,,,
fallout exposure,3,nuclear(effects of ),Y37.54-,,,,,
fireball,3,nuclear(effects of ),Y37.53-,,,,,
indirect blast(struck or crushed by blast debris) (being thrown by blast),3,nuclear(effects of ),Y37.52-,,,,,
radiation,3,nuclear(effects of ),,,,,,
ionizing(immediate exposure),4,radiation,Y37.54-,,,,,
nuclear,4,radiation,Y37.54-,,,,,
thermal,4,radiation,Y37.53-,,,,,
secondary effects,3,nuclear(effects of ),Y37.54-,,,,,
specified NEC,3,nuclear(effects of ),Y37.59-,,,,,
of mass destruction [WMD],2,weapons,Y37.91-,,,,,
weapon of mass destruction [WMD],1,Military operations(injuries to military and civilians occuring during peacetime on military property and during routine military exercises and operations) (by) (from) (involving),Y37.91-,,,,,
Misadventure(s) to patient(s) during surgical or medical care,0,,Y69,,,,,
"contaminated medical or biological substance(blood, drug, fluid)",1,Misadventure(s) to patient(s) during surgical or medical care,Y64.9,,,,,
administered(by) NEC,2,"contaminated medical or biological substance(blood, drug, fluid)",Y64.9,,,,,
immunization,3,administered(by) NEC,Y64.1,,,,,
infusion,3,administered(by) NEC,Y64.0,,,,,
injection,3,administered(by) NEC,Y64.1,,,,,
specified means NEC,3,administered(by) NEC,Y64.8,,,,,
transfusion,3,administered(by) NEC,Y64.0,,,,,
vaccination,3,administered(by) NEC,Y64.1,,,,,
excessive amount of blood or other fluid during transfusion or infusion,1,Misadventure(s) to patient(s) during surgical or medical care,Y63.0,,,,,
failure,1,Misadventure(s) to patient(s) during surgical or medical care,,,,,,
in dosage,2,failure,Y63.9,,,,,
electroshock therapy,3,in dosage,Y63.4,,,,,
inappropriate temperature(too hot or too cold) in local application and packing,3,in dosage,Y63.5,,,,,
infusion,3,in dosage,,,,,,
excessive amount of fluid,4,infusion,Y63.0,,,,,
incorrect dilution of fluid,4,infusion,Y63.1,,,,,
insulin-shock therapy,3,in dosage,Y63.4,,,,,
nonadministration of necessary drug or biological substance,3,in dosage,Y63.6,,,,,
overdose,3,in dosage,,,,,,
"radiation, in therapy",4,overdose,Y63.2,,,,,
radiation,3,in dosage,,,,,,
overdose,4,radiation,Y63.2,,,,,
specified procedure NEC,3,in dosage,Y63.8,,,,,
transfusion,3,in dosage,,,,,,
excessive amount of blood,4,transfusion,Y63.0,,,,,
"mechanical, of instrument or apparatus(any) (during any procedure)",2,failure,Y65.8,,,,,
sterile precautions(during procedure),2,failure,Y62.9,,,,,
"aspiration of fluid or tissue(by puncture or catheterization, except heart)",3,sterile precautions(during procedure),Y62.6,,,,,
biopsy(except needle aspiration),3,sterile precautions(during procedure),Y62.8,,,,,
needle(aspirating),4,biopsy(except needle aspiration),Y62.6,,,,,
blood sampling,3,sterile precautions(during procedure),Y62.6,,,,,
catheterization,3,sterile precautions(during procedure),Y62.6,,,,,
heart,4,catheterization,Y62.5,,,,,
dialysis(kidney),3,sterile precautions(during procedure),Y62.2,,,,,
endoscopic examination,3,sterile precautions(during procedure),Y62.4,,,,,
enema,3,sterile precautions(during procedure),Y62.8,,,,,
immunization,3,sterile precautions(during procedure),Y62.3,,,,,
infusion,3,sterile precautions(during procedure),Y62.1,,,,,
injection,3,sterile precautions(during procedure),Y62.3,,,,,
needle biopsy,3,sterile precautions(during procedure),Y62.6,,,,,
paracentesis(abdominal) (thoracic),3,sterile precautions(during procedure),Y62.6,,,,,
perfusion,3,sterile precautions(during procedure),Y62.2,,,,,
puncture(lumbar),3,sterile precautions(during procedure),Y62.6,,,,,
removal of catheter or packing,3,sterile precautions(during procedure),Y62.8,,,,,
specified procedure NEC,3,sterile precautions(during procedure),Y62.8,,,,,
surgical operation,3,sterile precautions(during procedure),Y62.0,,,,,
transfusion,3,sterile precautions(during procedure),Y62.1,,,,,
vaccination,3,sterile precautions(during procedure),Y62.3,,,,,
suture or ligature during surgical procedure,2,failure,Y65.2,,,,,
to introduce or to remove tube or instrument,2,failure,,,,,,
hemorrhage,1,Misadventure(s) to patient(s) during surgical or medical care,,,,,,
inadvertent exposure of patient to radiation,1,Misadventure(s) to patient(s) during surgical or medical care,Y63.3,,,,,
inappropriate,1,Misadventure(s) to patient(s) during surgical or medical care,,,,,,
operation performed,2,inappropriate,,,,,,
temperature(too hot or too cold) in local application or packing,2,inappropriate,Y63.5,,,,,
infusion,1,Misadventure(s) to patient(s) during surgical or medical care,Y69,,,,,
excessive amount of fluid,2,infusion,Y63.0,,,,,
incorrect dilution of fluid,2,infusion,Y63.1,,,,,
wrong fluid,2,infusion,Y65.1,,,,,
mismatched blood in transfusion,1,Misadventure(s) to patient(s) during surgical or medical care,Y65.0,,,,,
nonadministration of necessary drug or biological substance,1,Misadventure(s) to patient(s) during surgical or medical care,Y63.6,,,,,
overdose,1,Misadventure(s) to patient(s) during surgical or medical care,,,,,,
radiation(in therapy),2,overdose,Y63.2,,,,,
perforation,1,Misadventure(s) to patient(s) during surgical or medical care,,,,,,
performance of inappropriate operation,1,Misadventure(s) to patient(s) during surgical or medical care,,,,,,
puncture,1,Misadventure(s) to patient(s) during surgical or medical care,,,,,,
specified type NEC,1,Misadventure(s) to patient(s) during surgical or medical care,Y65.8,,,,,
failure,2,specified type NEC,,,,,,
suture or ligature during surgical operation,3,failure,Y65.2,,,,,
to introduce or to remove tube or instrument,3,failure,,,,,,
infusion of wrong fluid,2,specified type NEC,Y65.1,,,,,
performance of inappropriate operation,2,specified type NEC,,,,,,
transfusion of mismatched blood,2,specified type NEC,Y65.0,,,,,
wrong,2,specified type NEC,,,,,,
fluid in infusion,3,wrong,Y65.1,,,,,
placement of endotracheal tube during anesthetic procedure,3,wrong,Y65.3,,,,,
transfusion,1,Misadventure(s) to patient(s) during surgical or medical care,,,,,,
excessive amount of blood,2,transfusion,Y63.0,,,,,
mismatched blood,2,transfusion,Y65.0,,,,,
wrong,1,Misadventure(s) to patient(s) during surgical or medical care,,,,,,
drug given in error,2,wrong,,,,,,
fluid in infusion,2,wrong,Y65.1,,,,,
placement of endotracheal tube during anesthetic procedure,2,wrong,Y65.3,,,,,
Mismatched blood in transfusion,0,,Y65.0,,,,,
Motion sickness,0,,T75.3,,,,,
Mountain sickness,0,,W94.11,,,,,
Mudslide(of cataclysmic nature),0,,,,,,,
Murder(attempt),0,,,,,,,
Nail,0,,,,,,,
contact with,1,Nail,W45.0,,,,,
gun,2,contact with,W29.4,,,,,
embedded in skin,1,Nail,W45.0,,,,,
Neglect(criminal) (homicidal intent),0,,X58,,,,,
Noise(causing injury) (pollution),0,,W42.9,,,,,
supersonic,1,Noise(causing injury) (pollution),W42.0,,,,,
Nonadministration(of),0,,,,,,,
drug or biological substance(necessary),1,Nonadministration(of),Y63.6,,,,,
surgical and medical care,1,Nonadministration(of),Y66,,,,,
Nosocomial condition,0,,Y95,,,,,
Object,0,,,,,,,
falling,1,Object,,,,,,
"from, in, on, hitting",2,falling,,,,,,
machinery,3,"from, in, on, hitting",,,,,,
set in motion by,1,Object,,,,,,
accidental explosion or rupture of pressure vessel,2,set in motion by,W38,,,,,
firearm,2,set in motion by,,,,,,
machine(ry),2,set in motion by,,,,,,
Overdose(drug),0,,,,,,,
radiation,1,Overdose(drug),Y63.2,,,,,
Overexertion,0,,X50.9,,,,,
from,1,Overexertion,,,,,,
prolonged static or awkward postures,2,from,X50.1,,,,,
repetitive movements,2,from,X50.3,,,,,
specified strenuous movements or postures NEC,2,from,X50.9,,,,,
strenuous movement or load,2,from,X50.0,,,,,
Overexposure(accidental) (to),0,,,,,,,
cold,1,Overexposure(accidental) (to),X31,,,,,
due to man-made conditions,2,cold,,,,,,
heat,1,Overexposure(accidental) (to),X30,,,,,
radiation,1,Overexposure(accidental) (to),,,,,,
radioactivity,1,Overexposure(accidental) (to),W88.0,,,,,
sun(sunburn),1,Overexposure(accidental) (to),X32,,,,,
weather NEC,1,Overexposure(accidental) (to),,,,,,
wind NEC,1,Overexposure(accidental) (to),,,,,,
Overheated,0,,,,,,,
Overturning(accidental),0,,,,,,,
machinery,1,Overturning(accidental),,,,,,
transport vehicle NEC,1,Overturning(accidental),V89.9,,,,,
"watercraft(causing drowning, submersion)",1,Overturning(accidental),,,,,,
causing injury except drowning or submersion,2,"watercraft(causing drowning, submersion)",,,,,,
Parachute descent(voluntary) (without accident to aircraft),0,,V97.29,,,,,
due to accident to aircraft,1,Parachute descent(voluntary) (without accident to aircraft),,,,,,
Pecked by bird,0,,W61.99,,,,,
Perforation during medical or surgical treatment as misadventure,0,,,,,,,
"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",0,,Y07.9,,,,,
boyfriend,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.03,,,,,
brother,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.410,,,,,
stepbrother,2,brother,Y07.435,,,,,
coach,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.53,,,,,
cousin,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",,,,,,
female,2,cousin,Y07.491,,,,,
male,2,cousin,Y07.490,,,,,
daycare provider,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.519,,,,,
at-home,2,daycare provider,,,,,,
adult care,3,at-home,Y07.512,,,,,
childcare,3,at-home,Y07.510,,,,,
care center,2,daycare provider,,,,,,
adult care,3,care center,Y07.513,,,,,
childcare,3,care center,Y07.511,,,,,
family member NEC,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.499,,,,,
father,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.11,,,,,
adoptive,2,father,Y07.13,,,,,
foster,2,father,Y07.420,,,,,
stepfather,2,father,Y07.430,,,,,
foster father,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.420,,,,,
foster mother,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.421,,,,,
girl friend,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.04,,,,,
healthcare provider,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.529,,,,,
mental health,2,healthcare provider,Y07.521,,,,,
specified NEC,2,healthcare provider,Y07.528,,,,,
husband,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.01,,,,,
instructor,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.53,,,,,
mother,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.12,,,,,
adoptive,2,mother,Y07.14,,,,,
foster,2,mother,Y07.421,,,,,
stepmother,2,mother,Y07.433,,,,,
multiple perpetrators,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.6,,,,,
nonfamily member,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.50,,,,,
specified NEC,2,nonfamily member,Y07.59,,,,,
nurse,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.528,,,,,
occupational therapist,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.528,,,,,
partner of parent,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",,,,,,
female,2,partner of parent,Y07.434,,,,,
male,2,partner of parent,Y07.432,,,,,
physical therapist,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.528,,,,,
sister,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.411,,,,,
speech therapist,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.528,,,,,
stepbrother,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.435,,,,,
stepfather,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.430,,,,,
stepmother,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.433,,,,,
stepsister,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.436,,,,,
teacher,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.53,,,,,
wife,1,"Perpetrator, perpetration, of assault, maltreatment and neglect(by)",Y07.02,,,,,
Piercing,0,,,,,,,
Pinched,0,,,,,,,
between objects(moving) (stationary and moving),1,Pinched,W23.0,,,,,
stationary,2,between objects(moving) (stationary and moving),W23.1,,,,,
Pinned under machine(ry),0,,,,,,,
Place of occurrence,0,,Y92.9,,,,,
abandoned house,1,Place of occurrence,Y92.89,,,,,
airplane,1,Place of occurrence,Y92.813,,,,,
airport,1,Place of occurrence,Y92.520,,,,,
ambulatory health services establishment NEC,1,Place of occurrence,Y92.538,,,,,
ambulatory surgery center,1,Place of occurrence,Y92.530,,,,,
amusement park,1,Place of occurrence,Y92.831,,,,,
apartment(co-op),1,Place of occurrence,,,,,,
assembly hall,1,Place of occurrence,Y92.29,,,,,
bank,1,Place of occurrence,Y92.510,,,,,
barn,1,Place of occurrence,Y92.71,,,,,
baseball field,1,Place of occurrence,Y92.320,,,,,
basketball court,1,Place of occurrence,Y92.310,,,,,
beach,1,Place of occurrence,Y92.832,,,,,
boarding house,1,Place of occurrence,,,,,,
boat,1,Place of occurrence,Y92.814,,,,,
bowling alley,1,Place of occurrence,Y92.39,,,,,
bridge,1,Place of occurrence,Y92.89,,,,,
building under construction,1,Place of occurrence,Y92.61,,,,,
bus,1,Place of occurrence,Y92.811,,,,,
station,2,bus,Y92.521,,,,,
cafe,1,Place of occurrence,Y92.511,,,,,
campsite,1,Place of occurrence,Y92.833,,,,,
campus,1,Place of occurrence,,,,,,
canal,1,Place of occurrence,Y92.89,,,,,
car,1,Place of occurrence,Y92.810,,,,,
casino,1,Place of occurrence,Y92.59,,,,,
children's home,1,Place of occurrence,,,,,,
church,1,Place of occurrence,Y92.22,,,,,
cinema,1,Place of occurrence,Y92.26,,,,,
clubhouse,1,Place of occurrence,Y92.29,,,,,
coal pit,1,Place of occurrence,Y92.64,,,,,
college(community),1,Place of occurrence,Y92.214,,,,,
condominium,1,Place of occurrence,,,,,,
construction area,1,Place of occurrence,,,,,,
convalescent home,1,Place of occurrence,,,,,,
court-house,1,Place of occurrence,Y92.240,,,,,
cricket ground,1,Place of occurrence,Y92.328,,,,,
cultural building,1,Place of occurrence,Y92.258,,,,,
art gallery,2,cultural building,Y92.250,,,,,
museum,2,cultural building,Y92.251,,,,,
music hall,2,cultural building,Y92.252,,,,,
opera house,2,cultural building,Y92.253,,,,,
specified NEC,2,cultural building,Y92.258,,,,,
theater,2,cultural building,Y92.254,,,,,
dancehall,1,Place of occurrence,Y92.252,,,,,
day nursery,1,Place of occurrence,Y92.210,,,,,
dentist office,1,Place of occurrence,Y92.531,,,,,
derelict house,1,Place of occurrence,Y92.89,,,,,
desert,1,Place of occurrence,Y92.820,,,,,
dock NOS,1,Place of occurrence,Y92.89,,,,,
dockyard,1,Place of occurrence,Y92.62,,,,,
doctor's office,1,Place of occurrence,Y92.531,,,,,
dormitory,1,Place of occurrence,,,,,,
dry dock,1,Place of occurrence,Y92.62,,,,,
factory(building) (premises),1,Place of occurrence,Y92.63,,,,,
farm(land under cultivation) (outbuildings),1,Place of occurrence,Y92.79,,,,,
barn,2,farm(land under cultivation) (outbuildings),Y92.71,,,,,
chicken coop,2,farm(land under cultivation) (outbuildings),Y92.72,,,,,
field,2,farm(land under cultivation) (outbuildings),Y92.73,,,,,
hen house,2,farm(land under cultivation) (outbuildings),Y92.72,,,,,
house,2,farm(land under cultivation) (outbuildings),,,,,,
orchard,2,farm(land under cultivation) (outbuildings),Y92.74,,,,,
specified NEC,2,farm(land under cultivation) (outbuildings),Y92.79,,,,,
football field,1,Place of occurrence,Y92.321,,,,,
forest,1,Place of occurrence,Y92.821,,,,,
freeway,1,Place of occurrence,Y92.411,,,,,
gallery,1,Place of occurrence,Y92.250,,,,,
garage(commercial),1,Place of occurrence,Y92.59,,,,,
boarding house,2,garage(commercial),Y92.044,,,,,
military base,2,garage(commercial),Y92.135,,,,,
mobile home,2,garage(commercial),Y92.025,,,,,
nursing home,2,garage(commercial),Y92.124,,,,,
orphanage,2,garage(commercial),Y92.114,,,,,
private house,2,garage(commercial),Y92.015,,,,,
reform school,2,garage(commercial),Y92.155,,,,,
gas station,1,Place of occurrence,Y92.524,,,,,
gasworks,1,Place of occurrence,Y92.69,,,,,
golf course,1,Place of occurrence,Y92.39,,,,,
gravel pit,1,Place of occurrence,Y92.64,,,,,
grocery,1,Place of occurrence,Y92.512,,,,,
gymnasium,1,Place of occurrence,Y92.39,,,,,
handball court,1,Place of occurrence,Y92.318,,,,,
harbor,1,Place of occurrence,Y92.89,,,,,
harness racing course,1,Place of occurrence,Y92.39,,,,,
healthcare provider office,1,Place of occurrence,Y92.531,,,,,
highway(interstate),1,Place of occurrence,Y92.411,,,,,
hill,1,Place of occurrence,Y92.828,,,,,
hockey rink,1,Place of occurrence,Y92.330,,,,,
home,1,Place of occurrence,,,,,,
hospice,1,Place of occurrence,,,,,,
hospital,1,Place of occurrence,Y92.239,,,,,
cafeteria,2,hospital,Y92.233,,,,,
corridor,2,hospital,Y92.232,,,,,
operating room,2,hospital,Y92.234,,,,,
patient,2,hospital,,,,,,
bathroom,3,patient,Y92.231,,,,,
room,3,patient,Y92.230,,,,,
specified NEC,2,hospital,Y92.238,,,,,
hotel,1,Place of occurrence,Y92.59,,,,,
house,1,Place of occurrence,,,,,,
abandoned,2,house,Y92.89,,,,,
under construction,2,house,Y92.61,,,,,
industrial and construction area(yard),1,Place of occurrence,Y92.69,,,,,
building under construction,2,industrial and construction area(yard),Y92.61,,,,,
dock,2,industrial and construction area(yard),Y92.62,,,,,
dry dock,2,industrial and construction area(yard),Y92.62,,,,,
factory,2,industrial and construction area(yard),Y92.63,,,,,
gasworks,2,industrial and construction area(yard),Y92.69,,,,,
mine,2,industrial and construction area(yard),Y92.64,,,,,
oil rig,2,industrial and construction area(yard),Y92.65,,,,,
pit,2,industrial and construction area(yard),Y92.64,,,,,
power station,2,industrial and construction area(yard),Y92.69,,,,,
shipyard,2,industrial and construction area(yard),Y92.62,,,,,
specified NEC,2,industrial and construction area(yard),Y92.69,,,,,
tunnel under construction,2,industrial and construction area(yard),Y92.69,,,,,
workshop,2,industrial and construction area(yard),Y92.69,,,,,
kindergarten,1,Place of occurrence,Y92.211,,,,,
lacrosse field,1,Place of occurrence,Y92.328,,,,,
lake,1,Place of occurrence,Y92.828,,,,,
library,1,Place of occurrence,Y92.241,,,,,
mall,1,Place of occurrence,Y92.59,,,,,
market,1,Place of occurrence,Y92.512,,,,,
marsh,1,Place of occurrence,Y92.828,,,,,
military,1,Place of occurrence,,,,,,
base,2,military,,,,,,
training ground,2,military,Y92.84,,,,,
mine,1,Place of occurrence,Y92.64,,,,,
