histology,behavior,preferred,description
9732,3,1,Plasma cell myeloma [2010+. FOR PRE-2010 USE CODE 9733/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9732,3,0,Multiple myeloma [2010+. FOR PRE-2010 USE CODE 9733/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9732,3,0,"Myeloma, multiple [2010+. FOR PRE-2010 USE CODE 9733/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9732,3,0,"Myeloma, NOS [2010+. FOR PRE-2010 USE CODE 9733/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9732,3,0,"Myeloma, plasma cell [2010+. FOR PRE-2010 USE CODE 9733/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9732,3,0,Myelomatosis [2010+. FOR PRE-2010 USE CODE 9733/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9733,3,1,Plasma cell leukemia [PRE-2010 ONLY. FOR 2010+ USE CODE 9832/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9733,3,0,"Leukemia, plasma cell [PRE-2010 ONLY. FOR 2010+ USE CODE 9832/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9733,3,0,"Leukemia, plasmacytic [PRE-2010 ONLY. FOR 2010+ USE CODE 9832/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9733,3,0,Plasmacytic leukemia [PRE-2010 ONLY. FOR 2010+ USE CODE 9832/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9734,3,1,"Plasmacytoma, extramedullary (not occurring in bone) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9734,3,0,Extramedullary plasmacytoma (not occurring in bone) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9735,3,1,Plasmablastic lymphoma [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9737,3,1,ALK-positive large B-cell lymphoma [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9738,1,1,HHV8-positive germinotrophic-lymphoproliferative disorder [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9738,3,1,HHV8-positive diffuse large B-cell lymphoma [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9738,3,0,Large B-cell lymphoma arising in HHV8-associated multicentric Castleman disease [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9740,1,1,"Mastocytoma, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9740,1,0,"Mast cell tumor, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9740,1,0,"Tumor, mast cell, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9740,3,1,Mast cell sarcoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9740,3,0,Malignant mast cell tumor [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9740,3,0,Malignant mastocytoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9740,3,0,"Mast cell tumor, malignant [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9740,3,0,"Mastocytoma, malignant [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9740,3,0,"Sarcoma, mast cell [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9740,3,0,"Tumor, mast cell, malignant [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9741,1,1,Indolent systemic mastocytosis [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9741,1,0,"Mastocytosis, indolent systemic [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9741,1,0,"Systemic mastocytosis, indolent [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9741,3,1,Malignant mastocytosis [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9741,3,0,"Disease, mast cell, systemic tissue [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9741,3,0,"Disease, systemic tissue mast cell [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9741,3,0,"Mast cell disease, systemic tissue [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9741,3,0,"Mastocytosis, malignant [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9741,3,0,Systemic tissue mast cell disease [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9742,3,1,Mast cell leukemia (C42.1; SEE HEMATOPOIETIC DATABASE FOR REPORTING)
9742,3,0,"Leukemia, mast cell (C42.1; SEE HEMATOPOIETIC DATABASE FOR REPORTING)"
9749,3,1,Erdheim-Chester disease [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9749,3,0,"Disease, Erdheim-Chester [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9750,3,1,Malignant histiocytosis [PRE-2010 ONLY. FOR 2010+ USE CODE 9651/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9750,3,0,Histiocytic medullary reticulosis [PRE-2010 ONLY. FOR 2010+ USE CODE 9651/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9750,3,0,"Histiocytosis, malignant [PRE-2010 ONLY. FOR 2010+ USE CODE 9651/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9750,3,0,Medullary histiocytic reticulosis [PRE-2010 ONLY. FOR 2010+ USE CODE 9651/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9750,3,0,"Medullary reticulosis, histiocytic [PRE-2010 ONLY. FOR 2010+ USE CODE 9651/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9750,3,0,"Reticulosis, histiocytic medullary [PRE-2010 ONLY. FOR 2010+ USE CODE 9651/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,1,1,"Langerhans cell histiocytosis, NOS [NOT REPORTABLE 2021+. FOR 2010 - 2020 USE CODE 9751/3. FOR PRE-2010 USE CODE 9750/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,1,0,"Histiocytosis, Langerhans cell [NOT REPORTABLE 2021+. FOR 2010 - 2020 USE CODE 9751/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,1,0,"Histiocytosis, Langerhans cell, mono-ostotic [NOT REPORTABLE 2021+. FOR 2010 - 2020 USE CODE 9751/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,1,0,"Histiocytosis, Langerhans cell, poly-ostotic [NOT REPORTABLE 2021+. FOR 2010 - 2020 USE CODE 9751/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,1,0,"Langerhans cell histiocytosis, mono-ostotic [NOT REPORTABLE 2021+. FOR 2010 - 2020 USE CODE 9751/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,1,0,"Langerhans cell histiocytosis, poly-ostotic [NOT REPORTABLE 2021+. FOR 2010 - 2020 USE CODE 9751/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,1,0,Mono-ostotic Langerhans cell histiocytosis [NOT REPORTABLE 2021+. FOR 2010 - 2020 USE CODE 9751/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9751,1,0,Poly-ostotic Langerhans cell histiocytosis [NOT REPORTABLE 2021+. FOR 2010 - 2020 USE CODE 9751/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9751,3,1,"Langerhans cell histiocytosis, disseminated [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,Acute progressive histiocytosis X [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9751,3,0,"Disease, Hand-Schuller-Christian (if multiple lesions or visceral involvement) [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Disease, Letterer-Siwe [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,Disseminated Langerhans cell histiocytosis [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9751,3,0,Eosinophilic granuloma [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9751,3,0,Generalized Langerhans cell histiocytosis [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9751,3,0,"Granuloma, eosinophilic [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Granulomatosis, Langerhans cell [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Granulomatosis, Langerhans cell, unifocal [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,Hand-Schuller-Christian disease [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9751,3,0,"Histiocytosis X, acute progressive [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Histiocytosis X, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Histiocytosis, Langerhans cell [REPORTABLE 2010 - 2020 ONLY. FOR 2021+ USE CODE 9751/1; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Histiocytosis, Langerhans cell, disseminated [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Histiocytosis, Langerhans cell, generalized [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Histiocytosis, Langerhans cell, mono-ostotic [REPORTABLE 2010 - 2020 ONLY. FOR 2021+ USE CODE 9751/1; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Histiocytosis, Langerhans cell, multifocal [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Histiocytosis, Langerhans cell, poly-ostotic [REPORTABLE 2010 - 2020 ONLY. FOR 2021+ USE CODE 9751/1; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Histiocytosis, Langerhans cell, unifocal [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,Langerhans cell granulomatosis [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9751,3,0,"Langerhans cell granulomatosis, unifocal [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Langerhans cell histiocytosis, generalized [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Langerhans cell histiocytosis, mono-ostotic [REPORTABLE 2010 - 2020 ONLY. FOR 2021+ USE CODE 9751/1; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Langerhans cell histiocytosis, multifocal [REPORTABLE 2010+;  SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Langerhans cell histiocytosis, NOS [FOR 2010-2020 ONLY. FOR 2021+ USE CODE 9751/1. FOR PRE-2010 USE CODE 9750/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Langerhans cell histiocytosis, poly-ostotic [REPORTABLE 2010 - 2020 ONLY. FOR 2021+ USE CODE 9751/1; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Langerhans cell histiocytosis, unifocal [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,Letterer-Siwe disease (if disseminated or visceral involvement) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9751,3,0,Mono-ostotic Langerhans cell histiocytosis [REPORTABLE 2010 - 2020 ONLY. FOR 2021+ USE CODE 9751/1; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9751,3,0,Multifocal Langerhans cell histiocytosis [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9751,3,0,Nonlipid reticuloendotheliosis [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9751,3,0,Poly-ostotic Langerhans cell histiocytosis [REPORTABLE 2010 - 2020 ONLY. FOR 2021+ USE CODE 9751/1; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9751,3,0,"Progressive histiocytosis X, acute [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,"Reticuloendotheliosis, nonlipid [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9751,3,0,Unifocal Langerhans cell granulomatosis [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9751,3,0,Unifocal Langerhans cell histiocytosis [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9752,1,1,"Langerhans cell histiocytosis, unifocal [obs] [PRE-2010 NOT REPORTABLE. FOR 2010+ USE CODE 9751/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9752,1,0,Unifocal Langerhans cell histiocytosis [obs] [PRE-2010 NOT REPORTABLE. FOR 2010+ USE CODE 9751/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9753,1,1,"Langerhans cell histiocytosis, multifocal [obs] [PRE-2010 NOT REPORTABLE. FOR 2010+ USE CODE 9751/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9753,1,0,Multifocal Langerhans cell histiocytosis [obs] [PRE-2010 NOT REPORTABLE. FOR 2010+ USE CODE 9751/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9754,3,1,"Langerhans cell histiocytosis, disseminated [obs] [FOR 1978-2009 ONLY. FOR 2010+ USE CODE 9751/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9754,3,0,Disseminated Langerhans cell histiocytosis [obs] [FOR 1978-2009 ONLY. FOR 2010+ USE CODE 9751/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9755,3,1,Histiocytic sarcoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9755,3,0,"Histiocytic lymphoma, true [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9755,3,0,"Lymphoma (malignant), histiocytic, true [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9755,3,0,"Lymphoma (malignant), true histiocytic [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9755,3,0,"Sarcoma, histiocytic [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9755,3,0,True histiocytic lymphoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9756,3,1,Langerhans cell sarcoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9756,3,0,"Sarcoma, Langerhans cell [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9757,3,1,Interdigitating dendritic cell sarcoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9757,3,0,"Dendritic cell sarcoma, interdigitating [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9757,3,0,"Dendritic cell sarcoma, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9757,3,0,Interdigitating cell sarcoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9757,3,0,"Sarcoma, dendritic cell, interdigitating [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9757,3,0,"Sarcoma, dendritic cell, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9757,3,0,"Sarcoma, interdigitating cell [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9757,3,0,"Sarcoma, interdigitating dendritic cell [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9758,3,1,Follicular dendritic cell sarcoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9758,3,0,"Dendritic cell sarcoma, follicular [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9758,3,0,"Dendritic cell tumor, follicular [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9758,3,0,Follicular dendritic cell tumor [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9758,3,0,"Sarcoma, dendritic cell, follicular [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9758,3,0,"Sarcoma, follicular dendritic cell [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9758,3,0,"Tumor, dendritic cell, follicular [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9758,3,0,"Tumor, follicular dendritic cell [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9759,3,1,Fibroblastic reticular cell tumor [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9760,3,1,"Immunoproliferative disease, NOS [PRE-2010 ONLY. FOR 2010+ SEE CODES 9761/3 AND 9762/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9760,3,0,"Disease, immunoproliferative, NOS [PRE-2010 ONLY. FOR 2010+ SEE CODES 9761/3 AND 9762/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9761,1,1,IgM monoclonal gammopathy of undetermined significance [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9761,1,0,"Gammopathy, IgM monoclonal of undetermined significance [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9761,3,1,Waldenstrom macroglobulinemia [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9761,3,0,"Macroglobulinemia, Waldenstrom [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9762,3,1,Heavy chain disease [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9762,3,0,Alpha heavy chain disease [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9762,3,0,"Chain disease, alpha heavy [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9762,3,0,"Chain disease, gamma heavy [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9762,3,0,"Chain disease, mu heavy [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9762,3,0,"Chain disease, NOS, heavy [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9762,3,0,"Disease, alpha heavy chain [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9762,3,0,"Disease, Franklin [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9762,3,0,"Disease, gamma heavy chain [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9762,3,0,"Disease, heavy chain, alpha [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9762,3,0,"Disease, heavy chain, gamma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9762,3,0,"Disease, heavy chain, mu [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9762,3,0,"Disease, heavy chain, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9762,3,0,"Disease, mu heavy chain [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9762,3,0,Franklin disease [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9762,3,0,Gamma heavy chain disease [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9762,3,0,"Heavy chain disease, alpha [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9762,3,0,"Heavy chain disease, gamma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9762,3,0,"Heavy chain disease, mu [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9762,3,0,"Lymphoma (malignant), Mediterranean [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9762,3,0,Mediterranean lymphoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9762,3,0,Mu heavy chain disease [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9764,3,1,Immunoproliferative small intestinal disease (C17._) [PRE-2010 ONLY. FOR 2010+ USE CODE 9762/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9764,3,0,"Disease, immunoproliferative small intestinal (C17._) [PRE-2010 ONLY. FOR 2010+ USE CODE 9762/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9764,3,0,"Disease, small intestinal, immunoproliferative (C17._) [PRE-2010 ONLY. FOR 2010+ USE CODE 9762/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9764,3,0,"Intestinal, small, immunoproliferative disease (C17._) [PRE-2010 ONLY. FOR 2010+ USE CODE 9762/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9764,3,0,"Lymphoma (malignant), Mediterranean [PRE-2010 ONLY. FOR 2010+ USE CODE 9762/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9764,3,0,Mediterranean lymphoma [PRE-2010 ONLY. FOR 2010+ USE CODE 9762/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9764,3,0,Small intestinal immunoproliferative disease (C17._) [PRE-2010 ONLY. FOR 2010+ USE CODE 9762/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9765,1,1,Monoclonal gammopathy of undetermined significance [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9765,1,0,"Gammopathy, monoclonal, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9765,1,0,"Gammopathy, monoclonal, of undetermined significance [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9765,1,0,MGUS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9765,1,0,"Monoclonal gammopathy, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9765,1,0,"Undetermined significance, monoclonal gammopathy of [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9766,1,1,Angiocentric immunoproliferative lesion [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9766,1,0,"Granulomatosis, lymphomatoid [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9766,1,0,"Granulomatosis, lymphomatoid, grade 1 [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9766,1,0,"Granulomatosis, lymphomatoid, grade 2 [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9766,1,0,Immunoproliferative angiocentric lesion [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9766,1,0,"Immunoproliferative lesion, angiocentric [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9766,1,0,"Lesion, angiocentric immunoproliferative [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9766,1,0,Lymphomatoid granulomatosis [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9766,1,0,"Lymphomatoid granulomatosis, grade 1 [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9766,1,0,"Lymphomatoid granulomatosis, grade 2 [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9766,1,0,Lymphomatoid papulosis (C44._) [FOR 2021+ NOT REPORTABLE; USE CODE 9718/1 FOR 2010-2020; USE CODE 9718/3 FOR PRE-2010. SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9766,1,0,"Papulosis, lymphomatoid (C44._) [FOR 2021+ NOT REPORTABLE; USE CODE 9718/1 FOR 2010-2020; USE CODE 9718/3 FOR PRE-2010. SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9766,3,1,"Lymphomatoid granulomatosis, grade 3 [2021+; FOR PRE-2021 USE CODE 9680/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9766,3,0,"Granulomatosis, lymphomatoid, grade 3 [2021+; FOR PRE-2021 USE CODE 9680/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9766,3,0,"Lymphomatoid Papulosis, Grade 3 [2021+; FOR PRE 2021 USE CODE 9680/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9766,3,0,"Papulosis Lymphomatoid, Grade 3 [2021+; FOR PRE 2021 USE CODE 9680/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9767,1,1,Angioimmunoblastic lymphadenopathy (AIL) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9767,1,0,AIL (Angioimmunoblastic lymphadenopathy) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9767,1,0,IBL (Immunoblastic lymphadenopathy) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9767,1,0,Immunoblastic lymphadenopathy (IBL) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9767,1,0,"Lymphadenopathy, angioimmunoblastic (AIL) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9767,1,0,"Lymphadenopathy, immunoblastic (IBL) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9768,1,1,T-gamma lymphoproliferative disease [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9768,1,0,"Disease, lymphoproliferative, T-gamma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9768,1,0,"Disease, T-gamma lymphoproliferative [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9768,1,0,"Lymphoproliferative disease, T-gamma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9769,1,1,Immunoglobulin deposition disease [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9769,1,0,"Amyloidosis, primary [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9769,1,0,"Deposition disease, immunoglobulin [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9769,1,0,"Disease, deposition, immunoglobulin [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9769,1,0,"Disease, immunoglobulin deposition [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9769,1,0,"Disease, systemic light chain [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9769,1,0,"Light chain disease, systemic [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9769,1,0,Primary amyloidosis [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9769,1,0,Systemic light chain disease [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9800,3,1,"Leukemia, NOS (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9800,3,0,"Aleukemic leukemia, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9800,3,0,"Chronic leukemia, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9800,3,0,"Leukemia, aleukemic, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9800,3,0,"Leukemia, chronic, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9800,3,0,"Leukemia, subacute, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9800,3,0,"Subacute leukemia, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9801,3,1,"Acute leukemia, NOS (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9801,3,0,Blast cell leukemia (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9801,3,0,"Leukemia, acute, NOS (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9801,3,0,"Leukemia, blast cell (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9801,3,0,"Leukemia, stem cell (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9801,3,0,"Leukemia, undifferentiated (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9801,3,0,Stem cell leukemia (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9801,3,0,Undifferentiated leukemia (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9805,3,1,Acute biphenotypic leukemia (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9805,3,0,Acute bilineal leukemia (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9805,3,0,Acute mixed lineage leukemia (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
